LP|Substancja czynna|Nazwa  postać i dawka|Zawartość opakowania|Numer GTIN lub inny kod jednoznacznie identyfikujący produkt|Termin wejścia w życie decyzji|Okres obowiązywania decyzji|Grupa limitowa|Urzędowa cena zbytu|Cena hurtowa brutto|Cena detaliczna|Wysokość limitu finansowania|Zakres wskazań objętych refundacją|Zakres wskazań pozarejestracyjnych objętych refundacją|Poziom odpłatności|Wysokość dopłaty świadczeniobiorcy
1541|Fluticasoni propionas + Salmeterolum|Asaris, proszek do inhalacji, 100+50 (µg + µg)/dawkę inhalacyjną|1 inhalator 60 dawek|05909991034870|2020-11-01|3 lata|199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach|57,13|59,99|70,49|70,48|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,21
1542|Fluticasoni propionas + Salmeterolum|Asaris, proszek do inhalacji, 250+50 (µg + µg)/dawkę inhalacyjną|1 inhalator 60 dawek|05909991034887|2020-11-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|71,28|74,84|86,82|86,82|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1543|Fluticasoni propionas + Salmeterolum|Asaris, proszek do inhalacji, 500+50 (µg + µg)/dawkę inhalacyjną|1 inhalator 60 dawek|05909991034894|2020-11-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|85,86|90,15|103,16|103,16|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1544|Fluticasoni propionas + Salmeterolum|Comboterol, aerozol inhalacyjny, zawiesina, 125+25 µg/dawkę inhalacyjną|1 poj. 120 dawek|05906720534670|2017-07-01|5 lat|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|76,23|80,04|92,02|86,82|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|8,40
1545|Fluticasoni propionas + Salmeterolum|Comboterol, aerozol inhalacyjny, zawiesina, 250+25 µg/dawkę inhalacyjną|1 poj. 120 dawek|05906720534687|2017-07-01|5 lat|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|93,96|98,66|111,67|103,16|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|11,71
1546|Fluticasoni propionas + Salmeterolum|Duexon, aerozol inhalacyjny, zawiesina, 125+25 µg/dawkę inhalacyjną|1 poj. 120 dawek|05900411004763|2021-05-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|71,26|74,82|86,80|86,80|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1547|Fluticasoni propionas + Salmeterolum|Duexon, aerozol wziewny, zawiesina, 250+25 µg/dawkę odmierzoną|1 poj. 120 dawek|05900411004770|2021-05-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|85,84|90,13|103,14|103,14|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1548|Fluticasoni propionas + Salmeterolum|Duexon, aerozol inhalacyjny, zawiesina, 50+25 µg/dawkę odmierzoną|1 poj. 120 dawek|05900411004787|2021-05-01|3 lata|199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach|57,11|59,97|70,47|70,47|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1549|Fluticasoni propionas + Salmeterolum|Duexon Pro, proszek do inhalacji, podzielony, 100+50 µg/dawkę|1 inhalator 60 dawek|05900411004732|2021-09-01|3 lata|199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach|57,02|59,87|70,38|70,38|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1550|Fluticasoni propionas + Salmeterolum|Duexon Pro, proszek do inhalacji, podzielony, 250+50 µg/dawkę|1 inhalator 60 dawek|05900411004749|2021-09-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|70,85|74,39|86,37|86,37|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1551|Fluticasoni propionas + Salmeterolum|Duexon Pro, proszek do inhalacji, podzielony, 500+50 µg/dawkę|1 inhalator 60 dawek|05900411004756|2021-09-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|85,32|89,59|102,60|102,60|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1552|Fluticasoni propionas + Salmeterolum|Fluticomb, aerozol inhalacyjny, zawiesina, 125+25 µg/dawkę inhalacyjną|1 inhalator 120 dawek|05909991403959|2021-03-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|71,27|74,83|86,81|86,81|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1553|Fluticasoni propionas + Salmeterolum|Fluticomb, aerozol wziewny, zawiesina, 250+25 µg/dawkę odmierzoną|1 inhalator 120 dawek|05909991403966|2021-03-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|85,85|90,14|103,15|103,15|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1554|Fluticasoni propionas + Salmeterolum|Fluticomb, aerozol wziewny, zawiesina, 50+25 µg/dawkę odmierzoną|1 inhalator 120 dawek|05909991403898|2021-03-01|3 lata|199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach|57,12|59,98|70,48|70,48|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1555|Fluticasoni propionas + Salmeterolum|Salflumix Easyhaler, proszek do inhalacji, 250+50 µg/dawkę odmierzoną|1 inh.po 60 daw.|05909991383626|2020-03-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|74,52|78,25|90,23|86,82|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|6,61
1556|Fluticasoni propionas + Salmeterolum|Salflumix Easyhaler, proszek do inhalacji, 500+50 µg/dawkę odmierzoną|1 inh.po 60 daw.|05909991383657|2020-03-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|90,56|95,09|108,10|103,16|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|8,14
1557|Fluticasoni propionas + Salmeterolum|Salmex, proszek do inhalacji, 100+50 (µg + µg)/dawkę inhalacyjną|1 inhalator (60 dawek)|05909991034900|2021-03-01|3 lata|199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach|58,05|60,95|71,46|70,48|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|4,18
1558|Fluticasoni propionas + Salmeterolum|Salmex, proszek do inhalacji, 250+50 (µg + µg)/dawkę inhalacyjną|1 inhalator (60 dawek)|05909991034924|2021-03-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|75,82|79,61|91,59|86,82|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|7,97
1559|Fluticasoni propionas + Salmeterolum|Salmex, proszek do inhalacji, 500+50 (µg + µg)/dawkę inhalacyjną|1 inhalator (60 dawek)|05909991034931|2021-03-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|92,88|97,52|110,53|103,16|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|10,57
1560|Fluticasoni propionas + Salmeterolum|Seretide 125, aerozol wziewny, zawiesina, 125+25 µg/dawkę inhalacyjną|1 poj.po 120 daw.|05909990907014|2022-01-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|81,00|85,05|97,03|86,82|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|13,41
1561|Fluticasoni propionas + Salmeterolum|Seretide 250, aerozol wziewny, zawiesina, 250+25 µg/dawkę inhalacyjną|1 poj.po 120 daw.|05909990907113|2022-01-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|106,92|112,27|125,28|103,16|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|25,32
1562|Fluticasoni propionas + Salmeterolum|Seretide 50, aerozol wziewny, zawiesina, 50+25 µg/dawkę inhalacyjną|1 poj.po 120 daw.|05909990906918|2022-01-01|3 lata|199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach|64,78|68,02|78,52|70,48|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|11,24
1563|Fluticasoni propionas + Salmeterolum|Seretide Dysk 100, proszek do inhalacji, 100+50 µg/dawkę inhalacyjną|1 poj.po 60 daw.|05909990832422|2022-01-01|3 lata|199.1, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w niskich dawkach|62,06|65,16|75,66|70,48|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|8,38
1564|Fluticasoni propionas + Salmeterolum|Seretide Dysk 250, proszek do inhalacji, 250+50 µg/dawkę inhalacyjną|1 poj.po 60 daw.|05909990832521|2022-01-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|71,28|74,84|86,82|86,82|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1565|Fluticasoni propionas + Salmeterolum|Seretide Dysk 500, proszek do inhalacji, 500+50 µg/dawkę inhalacyjną|1 poj.po 60 daw.|05909990832620|2022-01-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|86,94|91,29|104,30|103,16|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|4,34
1566|Fluticasoni propionas + Salmeterolum|Symflusal, proszek do inhalacji, 250+50 µg/dawkę inhalacyjną|1 blister 60 dawek  + inhalator Elpenhaler|05909991078980|2022-01-01|3 lata|199.2, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w średnich dawkach|70,74|74,28|86,26|86,26|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1567|Fluticasoni propionas + Salmeterolum|Symflusal, proszek do inhalacji, 500+50 µg/dawkę inhalacyjną|1 blister 60 dawek  + inhalator Elpenhaler|05909991079055|2022-01-01|3 lata|199.3, Wziewne leki beta-2-adrenergiczne o długim działaniu - produkty złożone z kortykosteroidami w wysokich dawkach|85,86|90,15|103,16|103,16|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|3,20
1568|Fluticasonum|Flutixon, proszek do inhalacji w kaps. twardej, 125 µg|120 kaps.|05909990938001|2018-03-01|5 lat|200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole|61,07|64,12|74,01|60,10|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|19,24
1569|Fluticasonum|Flutixon, proszek do inhalacji w kaps. twardej, 250 µg|120 kaps.|05909990938025|2018-03-01|5 lat|200.1, Wziewne kortykosteroidy - produkty jednoskładnikowe - proszki i aerozole|122,15|128,26|142,15|120,20|Astma; Przewlekła obturacyjna choroba płuc; Eozynofilowe zapalenie oskrzeli||ryczałt|32,62
1570|Fluvoxamini maleas|Fevarin, tabl. powl., 100 mg|30 szt.|05909991431211|2020-11-01|3 lata|184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny|23,33|24,50|27,90|13,03|Choroby psychiczne lub upośledzenia umysłowe||30%|18,78
1571|Fluvoxamini maleas|Fevarin, tabl. powl., 50 mg|60 szt.|05909991431167|2020-11-01|3 lata|184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny|23,33|24,50|27,90|13,03|Choroby psychiczne lub upośledzenia umysłowe||30%|18,78
1572|Fluvoxaminum|Fevarin, tabl. powl., 100 mg|30 szt.|05909990347827|2022-01-01|3 lata|184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny|32,40|34,02|37,41|13,03|Choroby psychiczne lub upośledzenia umysłowe||30%|28,29
1573|Fluvoxaminum|Fevarin, tabl. powl., 50 mg|60 szt.|05909990347728|2022-01-01|3 lata|184.0, Leki przeciwdepresyjne - inhibitory wychwytu zwrotnego serotoniny|32,40|34,02|37,41|13,03|Choroby psychiczne lub upośledzenia umysłowe||30%|28,29
1574|Folitropinum delta|Rekovelle, roztwór do wstrzykiwań, 12 µg/0,36 ml|1 wstrzykiwacz 0,36 ml + 3 igły|05909991343019|2020-03-01|2 lata|69.1, Hormony płciowe - gonadotropiny|324,00|340,20|358,14|232,55|Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli||ryczałt|128,79
1575|Folitropinum delta|Rekovelle, roztwór do wstrzykiwań, 72 µg/2,16 ml|1 wstrzykiwacz 2,16 ml + 9 igieł|05909991343033|2020-03-01|2 lata|69.1, Hormony płciowe - gonadotropiny|1944,00|2041,20|2086,03|1395,30|Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli||ryczałt|693,93
1576|Follitropinum alfa|Bemfola, roztwór do wstrzykiwań, 150 j.m./0,25 ml|1 wstrzykiwacz po 0,25 ml|05997001308486|2021-03-01|3 lata|69.1, Hormony płciowe - gonadotropiny|151,01|158,56|174,31|155,04|Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli||ryczałt|22,47
1577|Follitropinum alfa|Bemfola, roztwór do wstrzykiwań, 225 j.m./0,375 ml|1 wstrzykiwacz po 0,375 ml|05997001308493|2021-03-01|3 lata|69.1, Hormony płciowe - gonadotropiny|226,50|237,83|255,77|232,55|Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli||ryczałt|26,42
1578|Follitropinum alfa|Bemfola, roztwór do wstrzykiwań, 300 j.m./0,5 ml|1 wstrzykiwacz po 0,5 ml|05997001308509|2021-03-01|3 lata|69.1, Hormony płciowe - gonadotropiny|301,98|317,08|336,84|310,06|Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli||ryczałt|29,98
1579|Follitropinum alfa|Gonal-f, roztwór do wstrzykiwań we wkładzie do wstrzykiwacza półautomatycznego , 300 j.m. (IU)/0,5 ml (22 µg/0,5 ml)|1 wstrzykiwacz|05909990007257|2021-07-01|3 lata|69.1, Hormony płciowe - gonadotropiny|321,84|337,93|357,69|310,06|Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli||ryczałt|50,83
1580|Follitropinum alfa|Gonal-f, roztwór do wstrzykiwań w ampułko-strzykawce, 75 j.m. (IU) (5,5 µg)|1 fiol. + 1 amp.-strz. z rozp.|05909990697304|2021-07-01|3 lata|69.1, Hormony płciowe - gonadotropiny|80,46|84,48|96,24|77,51|Kontrolowana hiperstymulacja jajników u pacjentek w wieku poniżej 40 roku życia w celu uzyskania rozwoju mnogich pęcherzyków, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)), u których nie stwierdza się wcześniejszych, niedostatecznych odpowiedzi na stymulację owulacji oraz bez nawracających poronień z tym samym partnerem - refundacja do 3 cykli; Brak owulacji u pacjentek w wieku poniżej 40 roku życia, u których nie uzyskano odpowiedzi po zastosowaniu cytrynianu klomifenu, rokujących uzyskanie prawidłowej odpowiedzi na stymulację jajeczkowania (hormon folikulotropowy - FSH poniżej 15 mlU/ml w 2-3 dniu cyklu lub hormon antymüllerowski - AMH powyżej 0,7 ng/ml (wg II standardu)) – refundacja do 3 cykli; Stymulacja wzrostu pęcherzyków jajnikowych u pacjentek w wieku poniżej 40 roku życia ze znacznym niedoborem LH, FSH w skojarzeniu z hormonem luteinizującym LH – refundacja do 3 cykli||ryczałt|21,93
